iter	Passed	Remaining
171	232	1119
172	232	1113
173	233	1108
174	234	1103
175	234	1098
176	235	1093
177	235	1088
178	236	1083
179	236	1078
180	237	1073
181	237	1068
182	238	1063
183	238	1059
184	239	1054
185	239	1049
186	240	1045
187	241	1041
188	241	1038
189	242	1034
190	243	1030
191	244	1027
192	244	1023
193	245	1019
194	245	1015
195	246	1011
196	247	1007
197	247	1002
198	248	998
199	248	994
200	249	990
201	250	987
202	250	984
203	251	980
204	251	977
205	252	973
206	253	969
207	253	965
208	254	962
209	254	959
210	255	955
211	256	952
212	256	949
213	257	946
214	258	943
215	258	940
216	259	936
217	260	933
218	260	929
219	261	926
220	262	923
221	262	920
222	263	917
223	264	914
224	264	911
225	265	908
226	265	904
227	266	901
228	266	898
229	267	894
230	267	891
231	268	888
232	269	885
233	269	882
234	270	880
235	270	877
236	271	874
237	272	871
238	272	868
239	273	866
240	274	863
241	274	860
242	275	857
243	276	855
244	276	852
245	277	850
246	277	847
247	278	844
248	279	841
249	279	838
250	280	835
251	280	832
252	281	830
253	281	827
254	282	824
255	282	822
256	284	823
257	285	821
258	285	818
259	286	815
260	287	813
261	288	811
262	288	809
263	289	807
264	290	804
265	290	802
266	291	800
267	292	797
268	292	795
269	293	792
270	293	790
271	294	788
272	295	786
273	296	784
274	296	781
275	297	779
276	297	777
277	298	774
278	298	772
279	299	769
280	299	767
281	300	765
282	301	763
283	301	761
284	302	759
285	303	757
286	304	755
287	304	753
288	305	751
289	306	749
290	306	747
291	307	745
292	307	743
293	308	740
294	309	738
295	309	736
296	310	734
297	310	732
298	311	730
299	312	728
300	312	726
301	313	724
302	314	722
303	314	720
304	315	718
305	315	716
306	316	713
307	316	711
308	317	709
309	318	707
310	318	706
311	319	704
312	320	703
313	320	701
314	321	699
315	322	697
316	322	695
317	323	693
318	323	691
319	324	689
320	324	686
321	325	685
322	326	683
323	326	681
324	327	679
325	327	677
326	328	675
327	328	673
328	329	671
329	329	669
330	330	667
331	330	665
332	331	664
333	332	662
334	335	666
335	336	664
336	336	662
337	337	661
338	338	659
339	338	657
340	339	655
341	340	654
342	340	652
343	341	650
344	341	648
345	342	646
346	342	645
347	343	643
348	343	641
349	344	639
350	345	638
351	345	636
352	346	634
353	346	633
354	347	631
355	348	630
356	348	628
357	349	627
358	350	625
359	350	623
360	351	622
361	352	620
362	352	618
363	353	616
364	353	615
365	354	613
366	354	611
367	355	609
368	355	608
369	356	606
370	356	604
371	357	603
372	358	601
373	358	600
374	359	598
375	359	597
376	360	595
377	360	593
378	361	592
379	361	590
380	362	589
381	363	587
382	363	586
383	364	584
384	365	583
385	365	581
386	366	580
387	366	578
388	367	576
389	367	575
390	368	573
391	368	572
392	369	570
393	369	568
394	370	567
395	370	565
396	371	564
397	371	562
398	372	561
399	372	559
400	373	557
401	373	556
402	374	554
403	375	553
404	375	551
405	376	550
406	376	548
407	377	547
408	378	546
409	378	544
410	379	543
411	379	542
412	380	540
413	381	539
414	382	538
415	382	537
416	383	536
417	384	535
418	385	534
419	386	533
420	386	532
421	387	531
422	388	529
423	389	528
424	389	527
425	390	526
426	391	525
427	392	524
428	393	524
429	394	523
430	395	521
431	395	520
432	396	519
433	397	518
434	398	517
435	399	516
436	399	515
437	400	513
438	401	512
439	401	511
440	402	510
441	403	508
442	403	507
443	404	506
444	405	505
445	406	504
446	406	503
447	407	502
448	408	501
449	409	500
450	409	498
451	410	497
452	411	496
453	411	495
454	412	494
455	413	493
456	414	492
457	414	490
458	415	489
459	416	488
460	416	487
461	417	486
462	417	484
463	418	483
464	419	482
465	419	481
466	420	479
467	421	478
468	422	478
469	423	477
470	423	476
471	424	475
472	425	474
473	426	473
474	427	472
475	427	470
476	428	469
477	429	468
478	429	467
479	430	466
480	431	465
481	431	463
482	432	462
483	433	461
484	433	460
485	434	459
486	434	458
487	435	457
488	436	456
489	437	455
490	438	454
491	439	453
492	440	452
493	440	451
494	441	450
495	441	449
496	442	448
497	443	446
498	444	445
499	444	444
500	445	443
501	445	442
502	446	441
503	447	440
504	447	439
505	448	437
506	449	437
507	450	436
508	450	434
509	451	434
510	452	433
511	453	432
512	454	431
513	454	430
514	455	428
515	456	427
516	456	426
517	457	425
518	458	424
519	458	423
520	459	422
521	460	421
522	460	420
523	461	419
524	462	418
525	463	417
526	463	416
527	464	415
528	464	413
529	465	412
530	466	411
531	466	410
532	467	409
533	468	408
534	469	407
535	469	406
536	470	405
537	471	404
538	471	403
539	472	402
540	473	401
541	474	400
542	474	399
543	475	398
544	476	397
545	476	396
546	477	395
547	478	394
548	478	393
549	479	392
550	479	391
551	480	389
552	481	388
553	481	388
554	482	387
555	483	385
556	484	384
557	484	383
558	485	383
559	486	382
560	486	381
561	487	380
562	488	379
563	489	378
564	489	377
565	490	376
566	491	375
567	491	374
568	492	373
569	493	372
570	494	371
571	495	370
572	495	369
573	496	368
574	498	368
575	499	367
576	499	366
577	500	365
578	501	364
579	502	363
580	503	363
581	504	362
582	504	361
583	505	360
584	506	359
585	507	358
586	507	357
587	508	356
588	509	355
589	509	354
590	510	353
591	511	352
592	512	351
593	513	350
594	514	349
595	515	349
596	515	348
597	516	347
598	517	346
599	518	345
600	519	344
601	520	343
602	520	342
603	521	341
604	522	340
605	522	339
606	523	338
607	523	337
608	524	336
609	525	335
610	525	334
611	527	334
612	528	333
613	529	332
614	530	331
615	531	331
616	531	330
617	532	329
618	533	328
619	533	327
620	534	326
621	535	325
622	535	324
623	536	323
624	537	322
625	538	321
626	538	320
627	539	319
628	540	318
629	540	317
630	541	316
631	542	315
632	543	315
633	544	314
634	545	313
635	545	312
636	546	311
637	547	310
638	547	309
639	548	308
640	549	307
641	549	306
642	550	305
643	551	304
644	551	303
645	552	302
646	553	301
647	553	300
648	554	299
649	555	298
650	555	298
651	557	297
652	558	296
653	558	295
654	559	294
655	560	293
656	560	292
657	561	291
658	562	290
659	562	289
660	563	289
661	564	288
662	564	287
663	565	286
664	566	285
665	566	284
666	567	283
667	568	282
668	569	281
669	569	280
670	570	279
671	571	278
672	571	277
673	573	277
674	574	276
675	574	275
676	575	274
677	576	273
678	576	272
679	577	271
680	578	270
681	579	270
682	579	269
683	580	268
684	581	267
685	582	266
686	582	265
687	583	264
688	584	263
689	584	262
690	585	261
691	586	260
692	586	260
693	588	259
694	589	258
695	589	257
696	590	256
697	591	255
698	592	255
699	592	254
700	593	253
701	594	252
702	595	251
703	595	250
704	596	249
705	597	248
706	598	247
707	599	247
708	599	246
709	600	245
710	601	244
711	605	245
712	606	244
713	607	243
714	608	242
715	609	241
716	610	240
717	611	239
718	611	239
719	612	238
720	613	237
721	613	236
722	614	235
723	615	234
724	615	233
725	616	232
726	617	231
727	618	231
728	619	230
729	620	229
730	621	228
731	622	227
732	622	226
733	623	225
734	624	225
735	625	224
736	626	223
737	626	222
738	627	221
739	628	220
740	628	219
741	629	219
742	630	218
743	631	217
744	631	216
745	632	215
746	633	214
747	634	213
748	634	212
749	635	211
750	636	211
751	637	210
752	637	209
753	638	208
754	639	207
755	639	206
756	640	205
757	641	204
758	642	203
759	643	203
760	644	202
761	644	201
762	645	200
763	646	199
764	646	198
765	647	197
766	648	196
767	649	196
768	650	195
769	650	194
770	651	193
771	652	192
772	653	191
773	653	190
774	654	190
775	655	189
776	656	188
777	656	187
778	657	186
779	658	185
780	658	184
781	659	183
782	659	182
783	660	181
784	661	181
785	662	180
786	662	179
787	663	178
788	664	177
789	665	176
790	666	175
791	666	175
792	667	174
793	668	173
794	669	172
795	669	171
796	670	170
797	671	169
798	671	169
799	672	168
800	673	167
801	674	166
802	674	165
803	675	164
804	676	163
805	676	162
806	677	162
807	678	161
808	679	160
809	680	159
810	681	158
811	682	157
812	682	157
813	683	156
814	684	155
815	684	154
816	685	153
817	685	152
818	686	151
819	687	150
820	687	149
821	688	149
822	689	148
823	689	147
824	690	146
825	691	145
826	691	144
827	692	143
828	694	143
829	695	142
830	696	141
831	696	140
832	697	139
833	698	138
834	699	138
835	700	137
836	701	136
837	702	135
838	702	134
839	703	133
840	704	133
841	704	132
842	705	131
843	706	130
844	707	129
845	707	128
846	708	128
847	709	127
848	710	126
849	711	125
850	711	124
851	712	123
852	713	122
853	714	122
854	714	121
855	715	120
856	716	119
857	716	118
858	717	117
859	718	116
860	718	116
861	719	115
862	720	114
863	721	113
864	721	112
865	722	111
866	722	110
867	723	110
868	724	109
869	725	108
870	726	107
871	727	106
872	728	105
873	728	105
874	729	104
875	730	103
876	730	102
877	731	101
878	732	100
879	732	99
880	733	99
881	734	98
882	734	97
883	735	96
884	736	95
885	736	94
886	737	93
887	738	93
888	739	92
889	740	91
890	741	90
891	742	89
892	742	88
893	743	88
894	744	87
895	744	86
896	745	85
897	746	84
898	747	83
899	747	83
900	748	82
901	749	81
902	749	80
903	750	79
904	751	78
905	752	78
906	752	77
907	753	76
908	754	75
909	755	74
910	756	73
911	757	73
912	757	72
913	758	71
914	759	70
915	759	69
916	760	68
917	761	67
918	761	67
919	762	66
920	763	65
921	763	64
922	764	63
923	765	62
924	765	62
925	766	61
926	767	60
927	767	59
928	768	58
929	770	57
930	771	57
931	772	56
932	772	55
933	773	54
934	774	53
935	775	52
936	775	52
937	776	51
938	777	50
939	777	49
940	778	48
941	779	47
942	779	47
943	780	46
944	781	45
945	782	44
946	782	43
947	783	42
948	784	42
949	785	41
950	785	40
951	786	39
952	787	38
953	787	37
954	788	37
955	789	36
956	789	35
957	790	34
958	791	33
959	791	32
960	792	32
961	793	31
962	794	30
963	794	29
964	795	28
965	795	28
966	796	27
967	797	26
968	797	25
969	798	24
970	799	23
971	800	23
972	800	22
973	801	21
974	802	20
975	802	19
976	803	18
977	804	18
978	805	17
979	805	16
980	806	15
981	807	14
982	807	13
983	808	13
984	809	12
985	810	11
986	810	10
987	811	9
988	811	9
989	812	8
990	813	7
991	814	6
992	814	5
993	815	4
994	816	4
995	816	3
996	817	2
997	818	1
998	818	0
999	819	0
